code,lenght (cm),width (cm),height (cm),volum (m3),weight (kg),inventory (units)
4909,21,20,6,0.00252,0.05,33
4910,21,13,7,0.001911,0.04,80
4911,28,23,11,0.007084,0.07,2
4912,17,16,8,0.002176,0.02,1
4913,130,95,27,0.33345,5.1,1
4914,40,20,30,0.024,1.5,2
4915,15,10,5,0.00075,0.2,1
4916,30,25,13,0.00975,4,0
4917,10,8,6,0.00048,0.035,20
4918,10,8,6,0.00048,0.04,6
4919,10,6,5,0.0003,0.04,3
4920,7,10,6,0.00042,0.05,8
4921,30,5,5,0.00075,0.5,2
4922,39,6,4,0.000936,0.065,5
4923,10,10,5,0.0005,0.1,5
4924,63,33,4,0.008316,1.25,0
4925,57,31,2,0.003534,0.07,54
4926,10,28,23,0.00644,0.25,6
4927,8,4,3,0.000096,0.01,1
4928,20,11,11,0.00242,1,0
4929,20,15,15,0.0045,1.1,0
4930,8,6,4,0.000192,0.2,4
4931,10,8,5,0.0004,0.1,27
4932,7,6,4,0.000168,0.005,2
4933,5,5,2,0.00005,0.005,3
4934,13,10,3,0.00039,0.001,5
4935,79,69,17,0.092667,6.7,42
4936,54,12,12,0.007776,0.085,0
4937,50,50,10,0.025,1,8
4938,27,9,2,0.000486,0.2,16
4939,25,8,2,0.0004,0.02,43
4940,22,8,3,0.000528,0.02,6
4941,40,15,11,0.0066,0.06,2
4942,31,13,13,0.005239,0.06,14
4943,50,15,5,0.00375,0.3,0
4944,40,9,2,0.00072,0.2,4
4945,16,10,5,0.0008,0.3,0
4946,12,6,18,0.001296,0.015,28
4947,15,10,10,0.0015,0.5,0
4948,30,25,20,0.015,7,0
4949,30,25,20,0.015,0.8,0
4950,20,15,10,0.003,0.3,0
4951,60,7,6,0.00252,0.16,61
4952,10,8,3,0.00024,0.005,14
4953,16,3,3,0.000144,0.2,2
4954,10,5,5,0.00025,0.2,0
4955,5,5,3,0.000075,0.001,474
4956,8,8,8,0.000512,0.005,5
4957,8,8,3,0.000192,0.005,3
4958,52,21,19,0.020748,2.65,7
4959,46,31,21,0.029946,2.125,8
4960,10,10,5,0.0005,0.4,1
4961,6,7,7,0.000294,0.005,4
4962,40,15,15,0.009,0.5,0
4963,30,15,10,0.0045,0.4,40
4964,40,15,10,0.006,0.3,0
4965,37,12,9,0.003996,0.04,139
4966,4,4,8,0.000128,0.005,0
4967,6,4,6,0.000144,0.001,0
4968,6,6,2,0.000072,0.005,0
4969,9,3,17,0.000459,0.005,54
4970,17,10,3,0.00051,0.001,204
4971,16,7,3,0.000336,0.005,189
4972,15,11,11,0.001815,0.07,1
4973,13,12,8,0.001248,0.07,0
4974,51,25,1,0.001275,0.35,8
4975,56,22,1,0.001232,0.035,53
4976,15,15,8,0.0018,0.2,1
4977,14,9,2,0.000252,0.01,10
4978,10,5,5,0.00025,0.5,0
4979,17,10,2,0.00034,0.1,0
4980,22,18,3,0.001188,0.05,0
4981,20,15,2,0.0006,0.01,148
4982,10,16,9,0.00144,0.085,27
4983,16,11,3,0.000528,0.1,0
4984,6,6,10,0.00036,0.005,1
4985,8,9,3,0.000216,0.053,2
4986,36,27,3,0.002916,0.03,2
4987,20,18,5,0.0018,0.3,0
4988,15,15,11,0.002475,0.085,35
4989,11,12,10,0.00132,0.075,37
4990,20,20,10,0.004,0.3,0
4991,17,11,8,0.001496,0.25,35
4992,9,6,2,0.000108,0.005,1
4993,11,8,2,0.000176,0.005,15
4994,14,8,8,0.000896,0.25,0
4995,20,20,10,0.004,0.7,0
4996,20,20,10,0.004,0.7,13
4997,15,10,10,0.0015,0.3,0
4998,20,15,5,0.0015,1.75,0
4999,7,25,17,0.002975,0.195,32
5000,20,15,5,0.0015,1.75,0
5001,19,15,8,0.00228,0.185,44
5002,14,9,9,0.001134,0.14,25
5003,25,15,10,0.00375,2,0
5004,24,6,10,0.00144,0.04,30
5005,20,15,5,0.0015,1.5,4
5006,5,18,12,0.00108,0.135,25
5007,22,14,6,0.001848,0.21,3
5008,6,19,15,0.00171,0.18,140
5009,35,25,15,0.013125,3.5,0
5010,35,25,15,0.013125,3.5,0
5011,12,29,24,0.008352,0.165,0
5012,18,12,4,0.000864,0.085,5
5013,35,25,15,0.013125,3.5,0
5014,35,25,15,0.013125,3.5,0
5015,10,31,26,0.00806,0.21,43
5016,,17,10,0,0.003,3
5017,20,10,5,0.001,0.2,0
5018,16,9,6,0.000864,0.01,8
5019,14,9,6,0.000756,0.01,42
5020,51,27,2,0.002754,0.715,4
5021,60,40,5,0.012,0.5,10
5022,20,10,10,0.002,0.9,4
5023,30,25,10,0.0075,1.8,0
5024,10,10,10,0.001,0.1,0
5025,2,2,10,0.00004,0.05,2
5026,12,5,5,0.0003,0.1,12
5027,,3,6,0,0.016,8
5028,15,5,5,0.000375,0.1,12
5029,11,5,5,0.000275,0.1,16
5030,1,3,3,0.000009,0.05,0
5031,30,20,5,0.003,0.3,4
5032,20,5,5,0.0005,0.3,2
5033,10,5,5,0.00025,0.1,0
5034,20,15,5,0.0015,0.4,0
5035,20,20,20,0.008,0.5,0
5036,30,15,5,0.00225,0.1,7
5037,29,14,1,0.000406,0.1,3
5038,1,13,23,0.000299,0.075,10
5039,15,10,5,0.00075,0.5,0
5040,20,15,5,0.0015,0.1,0
5041,20,16,3,0.00096,0.004,2
5042,25,25,5,0.003125,1.65,1
5043,6,12,3,0.000216,0.1,1
5044,10,10,5,0.0005,0.1,0
5045,6,8,3,0.000144,0.1,2
5046,6,12,3,0.000216,0.1,0
5047,15,10,3,0.00045,0.1,2
5048,6,12,3,0.000216,0.1,0
5049,6,12,3,0.000216,0.1,1
5050,6,12,3,0.000216,0.1,1
5051,12,6,3,0.000216,0.1,1
5052,6,8,3,0.000144,0.1,2
5053,15,15,5,0.001125,0.1,2
5054,6,8,3,0.000144,0.1,2
5055,6,6,3,0.000108,0.1,0
5056,6,6,3,0.000108,0.1,10
5057,6,6,3,0.000108,0.1,0
5058,6,6,3,0.000108,0.1,0
5059,6,6,3,0.000108,0.1,0
5060,12,6,3,0.000216,0.1,1
5061,12,6,3,0.000216,0.1,2
5062,6,6,3,0.000108,0.1,0
5063,40,40,15,0.024,7,5
5064,36,36,13,0.016848,17.5,8
5065,13,38,36,0.017784,12,1
5066,15,10,5,0.00075,0.1,2
5067,25,10,5,0.00125,0.1,0
5068,10,10,5,0.0005,0.3,4
5069,22,16,18,0.006336,0.715,33
5070,15,12,10,0.0018,0.23,240
5071,15,10,10,0.0015,0.3,63
5072,20,10,10,0.002,0.5,28
5073,7,7,16,0.000784,0.2,0
5074,21,12,10,0.00252,0.45,16
5075,20,10,5,0.001,0.9,1
5076,20,10,5,0.001,0.9,26
5077,15,15,5,0.001125,0.5,0
5078,15,10,5,0.00075,0.5,21
5079,9,9,9,0.000729,0.1,53
5080,10,10,10,0.001,0.1,47
5081,13,10,10,0.0013,0.02,77
5082,15,10,10,0.0015,0.8,7
5083,12,6,3,0.000216,0.1,1
5084,30,10,5,0.0015,0.5,2
5085,25,10,5,0.00125,1,4
5086,10,10,5,0.0005,0.5,2
5087,10,5,5,0.00025,0.7,6
5088,25,20,5,0.0025,0.1,6
5089,25,20,5,0.0025,0.1,13
5090,25,3,20,0.0015,0.14,28
5091,3,20,25,0.0015,0.4,2
5092,20,20,5,0.002,0.1,6
5093,20,20,5,0.002,0.1,0
5094,35,20,5,0.0035,0.2,0
5095,35,20,5,0.0035,0.2,0
5096,30,20,10,0.006,1.4,18
5097,40,5,20,0.004,0.25,2
5098,30,25,5,0.00375,0.2,1
5099,30,10,3,0.0009,0.1,61
5100,15,15,5,0.001125,0.5,14
5101,,10,10,0,0.005,5
5102,15,10,10,0.0015,0.8,0
5103,15,10,10,0.0015,0.8,0
5104,10,10,5,0.0005,0.3,0
5105,10,10,5,0.0005,0.3,4
5106,15,15,5,0.001125,0.3,0
5107,10,10,10,0.001,0.4,4
5108,10,10,5,0.0005,0.2,0
5109,10,10,5,0.0005,0.1,12
5110,10,10,5,0.0005,0.3,4
5111,10,10,5,0.0005,0.3,4
5112,8,10,9,0.00072,0.8,2
5113,10,5,5,0.00025,0.2,0
5114,10,5,5,0.00025,0.2,1
5115,20,15,15,0.0045,1.2,4
5116,20,15,15,0.0045,1.2,0
5117,25,15,15,0.005625,0.8,1
5118,25,15,15,0.005625,0.8,13
5119,15,15,15,0.003375,0.5,0
5120,25,15,15,0.005625,1,2
5121,25,15,15,0.005625,1.1,118
5122,15,15,15,0.003375,0.6,7
5123,13,15,22,0.00429,2.6,8
5124,25,16,16,0.0064,2.15,23
5125,20,5,10,0.001,0.1,12
5126,30,5,10,0.0015,0.1,3
5127,20,9,2,0.00036,0.01,6
5128,20,9,2,0.00036,0.01,3
5129,20,10,5,0.001,0.5,5
5130,20,10,5,0.001,0.5,1
5131,40,10,5,0.002,0.5,2
5132,20,5,15,0.0015,0.1,5
5133,,35,15,0,0.005,3
5134,19,2,40,0.00152,0.02,2
5135,25,5,20,0.0025,0.3,1
5136,3,8,32,0.000768,0.3,2
5137,32,5,15,0.0024,0.25,5
5138,38,10,2,0.00076,0.1,1
5139,30,20,5,0.003,0.2,5
5140,30,20,5,0.003,0.2,0
5141,15,15,10,0.00225,1,7
5142,15,15,10,0.00225,1,2
5143,20,15,10,0.003,0.3,6
5144,15,15,10,0.00225,0.5,2
5145,15,15,10,0.00225,0.5,0
5146,73,15,58,0.06351,3.5,5
5147,70,50,15,0.0525,1.8,1
5148,70,50,15,0.0525,1.8,4
5149,85,66,15,0.08415,3.95,3
5150,92,63,22,0.127512,3.5,1
5151,90,60,15,0.081,4.5,7
5152,75,60,25,0.1125,6,37
5153,64,73,20,0.09344,4.25,2
5154,10,5,5,0.00025,0.1,1
5155,10,5,10,0.0005,0.1,2
5156,10,5,5,0.00025,0.1,5
5157,74,55,14,0.05698,0.39,1
5158,56,56,13,0.040768,3.05,0
5159,60,50,15,0.045,3.3,5
5160,10,5,10,0.0005,0.1,0
5161,10,10,10,0.001,0.1,1
5162,10,10,5,0.0005,0.1,4
5163,9,8,7,0.000504,0.175,3
5164,25,15,15,0.005625,1,3
5165,10,10,10,0.001,0.3,0
5166,10,10,8,0.0008,0.4,0
5167,10,10,8,0.0008,0.35,46
5168,7,7,8,0.000392,0.3,270
5169,10,10,8,0.0008,0.4,287
5170,10,10,8,0.0008,0.4,23
5171,15,10,10,0.0015,0.5,15
5172,15,10,10,0.0015,0.55,5
5173,15,10,10,0.0015,0.6,7
5174,15,10,10,0.0015,0.6,377
5175,15,10,10,0.0015,0.1,7
5176,13,7,7,0.000637,0.2,4
5177,12,12,7,0.001008,0.2,4
5178,13,7,7,0.000637,0.05,324
5179,13,7,7,0.000637,0.05,1
5180,15,10,10,0.0015,0.2,36
5181,15,8,8,0.00096,0.1,11
5182,20,10,10,0.002,0.5,6
5183,15,10,10,0.0015,0.7,26
5184,15,10,10,0.0015,0.5,111
5185,10,10,5,0.0005,0.1,3
5186,25,20,10,0.005,0.7,3
5187,20,20,15,0.006,2,0
5188,20,10,5,0.001,0.1,0
5189,20,20,15,0.006,2,0
5190,20,20,15,0.006,2,1
5191,20,5,10,0.001,0.25,13
5192,20,10,10,0.002,0.3,0
5193,20,20,10,0.004,0.7,2
5194,20,20,10,0.004,0.7,2
5195,20,20,10,0.004,0.7,0
5196,20,20,10,0.004,0.7,1
5197,20,20,10,0.004,0.7,2
5198,20,20,10,0.004,0.7,3
5199,20,20,10,0.004,0.7,2
5200,20,20,10,0.004,0.7,1
5201,20,20,10,0.004,0.7,0
5202,20,20,10,0.004,0.7,1
5203,20,20,10,0.004,0.7,2
5204,20,20,10,0.004,0.7,3
5205,20,20,10,0.004,0.7,0
5206,20,20,10,0.004,0.7,1
5207,20,20,10,0.004,0.7,0
5208,20,20,10,0.004,0.7,2
5209,20,20,10,0.004,0.7,1
5210,32,25,5,0.004,0.3,59
5211,30,15,5,0.00225,0.2,92
5212,35,25,5,0.004375,0.3,402
5213,30,20,10,0.006,0.4,211
5214,30,20,5,0.003,0.5,281
5215,30,25,5,0.00375,0.3,45
5216,35,25,5,0.004375,0.3,100
5217,30,20,5,0.003,0.2,480
5218,30,15,10,0.0045,0.3,12
5219,30,15,10,0.0045,0.2,235
5220,30,20,10,0.006,0.4,85
5221,30,20,10,0.006,0.3,39
5222,30,20,10,0.006,0.3,94
5223,25,20,5,0.0025,0.3,431
5224,30,20,5,0.003,0.2,324
5225,35,30,10,0.0105,0.7,0
5226,35,30,10,0.0105,0.7,552
5227,30,20,5,0.003,0.3,208
5228,20,20,5,0.002,0.5,3
5229,20,15,5,0.0015,1,403
5230,30,25,5,0.00375,0.3,138
5231,32,25,5,0.004,0.3,153
5232,30,20,10,0.006,0.3,24
5233,30,20,10,0.006,0.4,284
5234,30,25,5,0.00375,0.3,14
5235,4,24,30,0.00288,0.35,4
5236,30,20,5,0.003,0.3,4
5237,30,20,5,0.003,0.4,41
5238,30,25,5,0.00375,0.4,246
5239,30,20,5,0.003,0.3,7
5240,30,20,5,0.003,0.3,87
5241,32,18,9,0.005184,0.3,13
5242,30,20,5,0.003,0.4,170
5243,30,20,20,0.012,0.7,1
5244,30,20,20,0.012,0.7,418
5245,30,20,20,0.012,0.5,6
5246,30,20,10,0.006,0.3,132
5247,30,25,20,0.015,0.4,6
5248,30,25,20,0.015,0.3,532
5249,30,20,5,0.003,0.3,3
5250,35,20,10,0.007,0.4,284
5251,20,20,5,0.002,0.3,4
5252,30,20,10,0.006,0.3,8
5253,30,5,20,0.003,0.5,1
5254,40,15,5,0.003,0.3,11
5255,30,20,5,0.003,1.1,3
5256,3,21,30,0.00189,0.5,3
5257,30,30,10,0.009,0.3,4
5258,30,30,10,0.009,0.3,181
5259,29,6,19,0.003306,0.25,3
5260,30,25,20,0.015,0.2,8
5261,30,25,20,0.015,0.2,190
5262,30,15,15,0.00675,0.7,2
5263,30,15,15,0.00675,0.7,359
5264,30,20,20,0.012,0.5,171
5265,15,24,24,0.00864,0.4,445
5266,15,15,10,0.00225,0.3,1
5267,10,10,15,0.0015,0.4,0
5268,30,20,20,0.012,5,1
5269,30,25,25,0.01875,7,2
5270,30,25,25,0.01875,5,1
5271,25,23,20,0.0115,3,2
5272,,,25,0,0.025,2
5273,35,35,30,0.03675,2,2
5274,11,2,10,0.00022,0.01,0
5275,20,9,9,0.00162,0.15,37
5276,20,9,9,0.00162,0.15,0
5277,10,10,5,0.0005,0.1,0
5278,17,9,1,0.000153,0.005,1
5279,70,20,20,0.028,4.8,0
5280,7,5,3,0.000105,0.01,9
5281,20,5,5,0.0005,0.1,1
5282,26,9,5,0.00117,0.095,4
5283,9,2,17,0.000306,0.005,0
5284,50,20,15,0.015,2,0
5285,14,9,3,0.000378,0.005,1
5286,198,50,64,0.6336,4.59,2
5287,53,10,68,0.03604,1.015,9
5288,40,40,6,0.0096,3,0
5289,51,76,10,0.03876,1.005,5
5290,18,9,2,0.000324,0.01,6
5291,16,5,5,0.0004,0.1,0
5292,15,8,4,0.00048,0.05,13
5293,17,7,5,0.000595,0.01,39
5294,10,5,2,0.0001,0.1,0
5295,21,16,5,0.00168,0.15,5
5296,7,8,8,0.000448,0.01,18
5297,18,16,9,0.002592,0.01,5
5298,20,9,9,0.00162,0.02,9
5299,27,22,6,0.003564,0.3,0
5300,24,20,7,0.00336,0.025,106
5301,60,7,6,0.00252,2,30
5302,40,40,6,0.0096,3,0
5303,27,10,6,0.00162,0.09,11
5304,26,9,5,0.00117,0.08,13
5305,26,9,5,0.00117,0.95,8
5306,20,12,7,0.00168,0.07,2
5307,27,10,6,0.00162,0.8,4
5308,27,10,6,0.00162,0.095,8
5309,47,21,5,0.004935,0.75,0
5310,6,8,3,0.000144,0.1,3
5311,15,10,10,0.0015,0.2,0
5312,17,14,6,0.001428,0.43,2
5313,17,13,6,0.001326,0.055,2
5314,26,3,62,0.004836,0.05,1
5315,30,25,15,0.01125,0.7,2
5316,12,30,20,0.0072,0.075,5
5317,12,30,20,0.0072,0.075,23
5318,6,21,14,0.001764,0.195,1
5319,18,13,7,0.001638,0.17,303
5320,37,29,11,0.011803,0.215,4
5321,20,16,5,0.0016,0.1,43
5322,7,13,7,0.000637,0.025,16
5323,37,24,10,0.00888,0.35,4
5324,32,26,26,0.021632,0.08,8
5325,68,5,30,0.0102,0.51,1
5326,25,20,5,0.0025,0.3,8
5327,19,8,5,0.00076,0.02,0
5328,25,20,20,0.01,13.8,1
5329,53,22,7,0.008162,4.1,27
5330,57,19,7,0.007581,4.1,33
5331,115,23,80,0.2116,3.5,0
5332,116,13,86,0.129688,3.2,0
5333,13,7,5,0.000455,0.01,1
5334,40,25,5,0.005,0.2,0
5335,20,16,3,0.00096,0.02,17
5336,20,20,10,0.004,3.1,0
5337,17,9,9,0.001377,0.02,45
5338,19,7,7,0.000931,0.015,276
5339,45,40,30,0.054,2,7
5340,50,40,30,0.06,2.5,5
5341,12,31,31,0.011532,0.09,4
5342,35,33,17,0.019635,2,9
5343,35,35,15,0.018375,0.7,0
5344,10,4,4,0.00016,0.1,1
5345,69,6,3,0.001242,0.025,43
5346,69,6,3,0.001242,0.25,53
5347,10,10,5,0.0005,0.1,2
5348,10,11,2,0.00022,0.2,2
5349,120,40,30,0.144,0.6,0
5350,40,30,20,0.024,2,17
5351,28,25,20,0.014,1.4,0
5352,28,5,5,0.0007,0.1,0
5353,28,5,5,0.0007,0.1,0
5354,23,20,2,0.00092,0.025,5
5355,20,16,2,0.00064,0.015,41
5356,22,10,16,0.00352,0.01,6
5357,180,70,22,0.2772,4.1,2
5358,55,15,15,0.012375,3.5,244
5359,5,5,5,0.000125,0.5,0
5360,30,30,25,0.0225,2.7,0
5361,30,10,5,0.0015,0.9,0
5362,15,14,14,0.00294,0.325,7
5363,10,12,16,0.00192,0.2,28
5364,18,11,11,0.002178,0.18,70
5365,36,15,11,0.00594,1.2,0
5366,5,4,4,0.00008,0.1,0
5367,29,12,1,0.000348,0.028,16
5368,29,24,20,0.01392,0.22,0
5369,20,16,6,0.00192,0.075,37
5370,69,6,3,0.001242,0.025,33
5371,70,6,3,0.00126,0.25,63
5372,20,10,10,0.002,0.5,0
5373,73,26,3,0.005694,0.065,4
5374,40,16,4,0.00256,0.025,4
5375,143,110,11,0.17303,13,7
5376,30,20,5,0.003,0.1,0
5377,30,20,5,0.003,0.1,0
5378,17,9,10,0.00153,0.045,1
5379,70,35,25,0.06125,1.2,0
5380,26,20,1,0.00052,0.1,0
5381,26,20,1,0.00052,0.1,0
5382,10,65,40,0.026,0.18,2
5383,64,5,6,0.00192,0.35,16
5384,20,10,5,0.001,0.1,0
5385,50,15,5,0.00375,0.2,0
5386,45,15,5,0.003375,0.3,0
5387,33,13,12,0.005148,0.035,11
5388,34,11,11,0.004114,0.35,18
5389,8,8,14,0.000896,0.1,0
5390,10,6,4,0.00024,0.05,35
5391,85,19,1,0.001615,0.07,1
5392,76,14,46,0.048944,3,108
5393,48,28,20,0.02688,1,6
5394,50,20,20,0.02,1.5,4
5395,125,43,13,0.069875,1.15,10
5396,8,5,8,0.00032,0.06,138
5397,11,11,4,0.000484,0.02,18
5398,19,15,5,0.001425,0.2,179
5399,10,6,3,0.00018,0.015,4
5400,28,28,10,0.00784,5.4,170
5401,25,5,5,0.000625,0.1,0
5402,6,6,5,0.00018,0.35,90
5403,7,11,11,0.000847,0.55,12
5404,50,35,28,0.049,3,22
5405,50,29,26,0.0377,0.235,9
5406,13,7,5,0.000455,0.005,5
5407,6,6,5,0.00018,0.1,0
5408,5,5,4,0.0001,0.1,0
5409,27,25,13,0.008775,0.9,15
5410,4,3,8,0.000096,0.005,0
5411,14,4,14,0.000784,0.005,6
5412,18,14,3,0.000756,0.005,4
5413,32,30,2,0.00192,0.1,0
5414,85,14,2,0.00238,1.65,2
5415,88,36,17,0.053856,0.125,35
5416,20,10,10,0.002,2,0
5417,70,20,10,0.014,0.5,1
5418,63,19,6,0.007182,0.05,0
5419,40,30,20,0.024,2,4
5420,40,30,20,0.024,2,0
5421,40,30,20,0.024,2,0
5422,40,30,20,0.024,2,0
5423,40,30,20,0.024,2,0
5424,52,6,4,0.001248,0.2,22
5425,17,16,3,0.000816,0.015,7
5426,20,15,10,0.003,0.1,13
5427,184,40,44,0.32384,5,18
5428,186,40,20,0.1488,0.008,8
5429,12,8,5,0.00048,0.035,0
5430,80,14,38,0.04256,2.85,4
5431,20,10,12,0.0024,1.1,0
5432,10,10,10,0.001,0.3,0
5433,65,2,2,0.00026,0.1,6
5434,16,10,2,0.00032,0.1,0
5435,6,6,5,0.00018,0.3,0
5436,56,30,10,0.0168,4.3,132
5437,50,43,7,0.01505,4.05,234
5438,13,10,5,0.00065,0.02,8
5439,20,15,15,0.0045,4,0
5440,15,15,17,0.003825,4,11
5441,12,10,10,0.0012,0.5,4
5442,19,13,4,0.000988,0.04,17
5443,16,3,22,0.001056,0.015,6
5444,13,13,4,0.000676,0.035,29
5445,17,13,9,0.001989,0.045,2
5446,18,14,8,0.002016,0.05,49
5447,22,24,5,0.00264,4.55,0
5448,25,20,10,0.005,4.6,0
5449,5,5,2,0.00005,0.001,2
5450,25,10,10,0.0025,0.2,0
5451,27,12,12,0.003888,0.03,10
5452,13,12,17,0.002652,0.065,59
5453,11,11,13,0.001573,0.05,9
5454,12,8,5,0.00048,0.01,8
5455,16,10,2,0.00032,0.01,1
5456,20,20,15,0.006,1.1,0
5457,45,21,11,0.010395,0.35,1
5458,27,27,25,0.018225,2.7,0
5459,24,19,12,0.005472,1,25
5460,86,58,6,0.029928,0.09,14
5461,180,12,4,0.00864,0.01,28
5462,20,11,8,0.00176,0.095,4
5463,30,23,10,0.0069,0.004,0
5464,73,10,49,0.03577,2.5,259
5465,13,10,6,0.00078,0.005,0
5466,3,3,32,0.000288,0.015,3
5467,61,10,4,0.00244,0.04,0
5468,40,19,9,0.00684,0.65,0
5469,70,17,47,0.05593,4,51
5470,70,15,48,0.0504,3.95,0
5471,15,10,10,0.0015,0.4,0
5472,6,7,7,0.000294,0.005,19
5473,5,5,16,0.0004,0.6,17
5474,12,11,3,0.000396,0.005,1
5475,300,10,10,0.03,0.15,11
5476,20,10,10,0.002,0.3,0
5477,20,12,7,0.00168,0.015,14
5478,20,20,10,0.004,0.1,0
5479,70,50,10,0.035,1.1,0
5480,70,50,10,0.035,1.1,0
5481,70,50,10,0.035,1.1,0
5482,70,50,10,0.035,1.1,0
5483,70,10,10,0.007,0.4,0
5484,15,15,5,0.001125,3,1
5485,20,15,10,0.003,0.3,0
5486,8,8,7,0.000448,0.015,4
5487,4,8,10,0.00032,0.1,0
5488,35,5,5,0.000875,0.6,393
5489,19,14,4,0.001064,0.035,133
5490,55,22,5,0.00605,0.65,287
5491,28,19,4,0.002128,0.2,38
5492,24,29,4,0.002784,0.02,121
5493,11,11,6,0.000726,0.005,2
5494,19,13,1,0.000247,0.01,193
5495,20,23,27,0.01242,0.065,0
5496,25,16,11,0.0044,0.105,53
5497,25,16,12,0.0048,1.005,42
5498,35,10,5,0.00175,0.1,34
5499,25,22,5,0.00275,0.1,126
5500,50,30,30,0.045,1.1,0
5501,10,9,2,0.00018,0.01,0
5502,6,33,33,0.006534,0.955,3
5503,32,31,6,0.005952,1.22,8
5504,6,31,30,0.00558,0.685,6
5505,30,35,10,0.0105,6.6,32
5506,27,27,7,0.005103,0.18,2
5507,7,18,13,0.001638,0.165,35
5508,22,16,7,0.002464,0.205,3
5509,30,25,10,0.0075,2.2,0
5510,6,25,17,0.00255,0.305,3
5511,35,25,15,0.013125,3.5,0
5512,6,21,14,0.001764,0.12,4
5513,18,12,8,0.001728,1.3,16
5514,18,12,8,0.001728,1.05,18
5515,35,25,15,0.013125,3.5,0
5516,35,25,15,0.013125,3.5,2
5517,35,25,15,0.013125,3.5,0
5518,9,29,17,0.004437,0.26,4
5519,35,25,15,0.013125,3.5,0
5520,30,17,10,0.0051,1.95,10
5521,35,25,15,0.013125,3.5,0
5522,35,25,15,0.013125,3.5,32
5523,22,19,2,0.000836,0.005,1
5524,6,8,3,0.000144,0.1,0
5525,15,9,4,0.00054,0.005,1
5526,58,31,3,0.005394,0.7,26
5527,30,25,20,0.015,1,2
5528,15,10,10,0.0015,0.3,2
5529,10,10,14,0.0014,0.05,18
5530,15,15,15,0.003375,0.3,6
5531,15,15,15,0.003375,0.3,2
5532,15,10,10,0.0015,0.2,4
5533,14,10,10,0.0014,0.025,4
5534,15,15,15,0.003375,0.3,6
5535,20,15,10,0.003,0.4,12
5536,20,15,10,0.003,0.3,2
5537,35,35,10,0.01225,9,4
5538,30,30,10,0.009,0.3,1
5539,3,9,9,0.000243,0.1,3
5540,5,10,10,0.0005,0.1,1
5541,5,10,10,0.0005,0.1,3
5542,30,30,5,0.0045,2.3,2
5543,20,10,10,0.002,0.3,0
5544,20,10,10,0.002,0.5,330
5545,30,30,20,0.018,0.3,3
5546,15,10,10,0.0015,0.3,0
5547,20,15,15,0.0045,0.3,3
5548,15,10,10,0.0015,0.15,20
5549,,10,5,0,0.005,0
5550,15,10,10,0.0015,0.2,0
5551,15,10,10,0.0015,0.2,15
5552,15,10,10,0.0015,0.4,23
5553,20,10,10,0.002,0.4,30
5554,15,10,10,0.0015,0.3,9
5555,20,10,10,0.002,0.4,15
5556,20,10,10,0.002,0.4,5
5557,16,10,10,0.0016,0.6,19
5558,15,10,10,0.0015,0.4,9
5559,1,2,21,0.000042,0.1,3
5560,30,10,10,0.003,1,4
5561,30,10,5,0.0015,0.5,7
5562,25,10,10,0.0025,0.2,2
5563,20,10,10,0.002,0.5,4
5564,30,20,15,0.009,0.2,2
5565,20,15,10,0.003,0.1,0
5566,20,15,10,0.003,0.2,3
5567,10,10,5,0.0005,0.1,0
5568,10,8,5,0.0004,0.1,4
5569,10,10,5,0.0005,0.2,4
5570,,,10,0,0.005,1
5571,10,8,5,0.0004,0.1,0
5572,,8,5,0,0.003,6
5573,,,,0,0.01,0
5574,25,20,5,0.0025,0.3,2
5575,28,15,6,0.00252,1.1,0
5576,44,37,5,0.00814,0.7,4
5577,34,44,18,0.026928,0.155,0
5578,,15,5,0,0.005,5
5579,15,4,2,0.00012,0.15,37
5580,15,4,2,0.00012,0.15,7
5581,15,4,2,0.00012,0.15,23
5582,15,4,2,0.00012,0.15,24
5583,15,4,2,0.00012,0.15,20
5584,15,5,2,0.00015,0.15,40
5585,15,4,2,0.00012,0.1,19
5586,15,4,2,0.00012,0.15,30
5587,15,4,2,0.00012,0.15,10
5588,15,4,2,0.00012,0.15,7
5589,15,4,2,0.00012,0.15,17
5590,25,25,17,0.010625,5,5
5591,25,25,18,0.01125,7,4
5592,30,25,25,0.01875,5,4
5593,30,25,20,0.015,7,5
5594,25,25,20,0.0125,6,5
5595,25,25,20,0.0125,6,3
5596,20,15,20,0.006,4.9,0
5597,20,20,15,0.006,4.9,1
5598,10,5,10,0.0005,0.85,2
5599,40,10,5,0.002,0.2,1
5600,6,13,20,0.00156,0.3,1
5601,6,13,20,0.00156,0.3,0
5602,7,7,8,0.000392,0.1,3
5603,2,13,13,0.000338,0.1,2
5604,15,10,15,0.00225,0.1,11
5605,3,9,13,0.000351,0.1,3
5606,20,15,5,0.0015,0.1,2
5607,15,10,10,0.0015,0.3,1
5608,6,6,8,0.000288,0.1,0
5609,6,6,8,0.000288,0.1,0
5610,20,10,10,0.002,0.2,1
5611,5,5,16,0.0004,0.1,1
5612,5,5,16,0.0004,0.1,1
5613,5,5,16,0.0004,0.1,3
5614,20,10,6,0.0012,0.3,0
5615,18,8,7,0.001008,0.4,0
5616,18,8,7,0.001008,0.4,2
5617,18,8,7,0.001008,0.4,1
5618,4,12,20,0.00096,0.4,1
5619,4,12,20,0.00096,0.4,2
5620,18,8,7,0.001008,0.4,0
5621,14,8,7,0.000784,0.4,1
