code,lenght (cm),width (cm),height (cm),volum (m3),weight (kg),inventory (units)
3145,10,150,38,0.057,3.95,0
3146,35,15,5,0.002625,0.1,1
3147,36,15,3,0.00162,0.115,1
3148,35,16,3,0.00168,0.115,1
3149,35,20,5,0.0035,0.105,1
3150,3,3,1,0.000009,0.001,5
3151,40,14,2,0.00112,0.02,11
3152,35,5,5,0.000875,0.2,0
3153,28,27,15,0.01134,0.065,1
3154,60,13,2,0.00156,0.025,5
3155,46,2,2,0.000184,0.02,13
3156,65,25,20,0.0325,6,2
3157,122,47,15,0.08601,1.35,5
3158,122,47,15,0.08601,1.35,4
3159,50,17,5,0.00425,0.15,2
3160,52,44,14,0.032032,0.385,5
3161,53,46,6,0.014628,0.38,3
3162,6,6,6,0.000216,0.11,0
3163,166,10,133,0.22078,25,2
3164,170,12,120,0.2448,22.5,1
3165,13,12,6,0.000936,0.7,5
3166,6,15,9,0.00081,0.045,2
3167,25,11,10,0.00275,0.03,0
3168,25,11,10,0.00275,0.03,1
3169,24,13,8,0.002496,0.02,1
3170,95,8,2,0.00152,0.025,2
3171,32,13,8,0.003328,0.036,2
3172,15,15,5,0.001125,0.1,0
3173,8,5,4,0.00016,0.04,2
3174,40,15,10,0.006,0.5,1
3175,36,15,8,0.00432,0.05,6
3176,8,7,5,0.00028,0.01,1
3177,10,10,8,0.0008,0.2,1
3178,10,10,6,0.0006,0.2,1
3179,5,6,10,0.0003,0.005,1
3180,15,12,8,0.00144,0.025,2
3181,8,9,8,0.000576,0.015,6
3182,2,2,2,0.000008,0.001,1
3183,5,4,7,0.00014,0.2,0
3184,8,9,8,0.000576,0.15,1
3185,16,7,7,0.000784,0.02,2
3186,20,10,5,0.001,0.2,1
3187,9,3,3,0.000081,0.005,2
3188,10,10,6,0.0006,0.2,0
3189,4,6,10,0.00024,0.055,0
3190,8,3,3,0.000072,0.005,1
3191,4,6,10,0.00024,0.2,4
3192,12,10,5,0.0006,0.001,4
3193,15,15,5,0.001125,0.1,0
3194,3,6,3,0.000054,0.001,1
3195,15,15,5,0.001125,0.1,1
3196,10,7,5,0.00035,0.1,0
3197,10,10,5,0.0005,0.005,5
3198,25,10,8,0.002,0.3,1
3199,30,10,10,0.003,0.3,1
3200,15,15,10,0.00225,0.3,0
3201,16,13,6,0.001248,0.015,4
3202,6,4,10,0.00024,0.005,1
3203,20,10,5,0.001,0.2,0
3204,12,10,5,0.0006,0.015,1
3205,15,13,10,0.00195,0.3,0
3206,19,15,2,0.00057,0.1,19
3207,7,4,3,0.000084,0.5,4
3208,20,15,5,0.0015,0.2,1
3209,12,10,5,0.0006,0.01,2
3210,6,2,2,0.000024,0.13,0
3211,7,4,3,0.000084,0.075,5
3212,15,10,5,0.00075,0.3,1
3213,15,10,5,0.00075,0.2,1
3214,16,9,6,0.000864,0.035,2
3215,21,7,7,0.001029,0.25,1
3216,8,9,13,0.000936,0.5,1
3217,10,7,5,0.00035,0.1,0
3218,7,7,8,0.000392,0.01,2
3219,25,25,5,0.003125,0.2,0
3220,16,8,5,0.00064,0.1,3
3221,17,5,5,0.000425,0.3,1
3222,20,13,5,0.0013,0.2,0
3223,6,6,16,0.000576,0.015,3
3224,5,4,7,0.00014,0.1,2
3225,9,5,2,0.00009,0.005,1
3226,7,6,8,0.000336,0.1,3
3227,18,15,2,0.00054,0.01,55
3228,5,6,15,0.00045,0.03,53
3229,14,1,1,0.000014,0.05,0
3230,20,15,5,0.0015,0.2,8
3231,15,7,7,0.000735,0.1,0
3232,25,25,5,0.003125,0.2,0
3233,18,15,2,0.00054,0.01,1
3234,16,5,5,0.0004,0.005,1
3235,25,25,5,0.003125,0.2,3
3236,5,5,16,0.0004,0.3,0
3237,20,20,5,0.002,0.3,7
3238,5,5,16,0.0004,0.3,2
3239,5,5,15,0.000375,0.01,12
3240,7,7,6,0.000294,0.005,3
3241,25,25,5,0.003125,0.3,0
3242,14,14,3,0.000588,0.2,10
3243,8,8,5,0.00032,0.05,0
3244,20,15,5,0.0015,0.2,8
3245,10,6,4,0.00024,0.01,1
3246,15,13,7,0.001365,1.5,6
3247,18,18,9,0.002916,1.45,21
3248,2,2,4,0.000016,0.1,2
3249,8,6,4,0.000192,0.01,0
3250,7,5,9,0.000315,0.005,10
3251,6,9,9,0.000486,0.005,3
3252,12,10,2,0.00024,0.01,3
3253,4,4,4,0.000064,0.001,1
3254,20,15,5,0.0015,0.1,1
3255,25,20,5,0.0025,0.2,0
3256,5,5,16,0.0004,0.015,5
3257,25,20,5,0.0025,0.2,0
3258,25,20,5,0.0025,0.2,0
3259,25,20,5,0.0025,0.2,0
3260,16,6,5,0.00048,0.1,0
3261,16,5,5,0.0004,0.01,5
3262,14,9,2,0.000252,0.005,1
3263,25,20,5,0.0025,0.2,0
3264,25,10,5,0.00125,0.3,4
3265,16,6,5,0.00048,0.02,2
3266,6,6,2,0.000072,0.001,0
3267,67,12,7,0.005628,0.2,3
3268,14,12,5,0.00084,0.2,0
3269,8,7,6,0.000336,0.015,3
3270,10,5,5,0.00025,0.1,9
3271,8,7,6,0.000336,0.005,9
3272,14,5,3,0.00021,0.1,2
3273,20,15,5,0.0015,0.2,0
3274,14,18,12,0.003024,0.025,1
3275,92,15,1,0.00138,0.15,1
3276,25,20,5,0.0025,0.1,5
3277,7,5,8,0.00028,0.01,0
3278,8,7,6,0.000336,0.01,1
3279,35,15,10,0.00525,1,1
3280,17,10,10,0.0017,0.025,0
3281,16,16,9,0.002304,0.025,2
3282,50,20,15,0.015,2,0
3283,18,14,3,0.000756,0.005,55
3284,10,6,4,0.00024,0.005,16
3285,20,10,10,0.002,0.1,4
3286,20,10,10,0.002,0.6,0
3287,18,8,4,0.000576,0.1,0
3288,110,13,10,0.0143,0.085,1
3289,25,7,3,0.000525,0.1,1
3290,19,7,2,0.000266,0.1,11
3291,35,9,3,0.000945,0.1,1
3292,23,9,2,0.000414,0.1,6
3293,27,9,2,0.000486,0.1,1
3294,40,8,2,0.00064,0.2,0
3295,29,9,2,0.000522,0.1,2
3296,23,9,3,0.000621,0.15,0
3297,34,9,2,0.000612,0.15,1
3298,24,7,2,0.000336,0.15,0
3299,22,10,3,0.00066,0.3,0
3300,37,8,3,0.000888,0.15,0
3301,25,7,3,0.000525,0.1,0
3302,26,9,3,0.000702,0.1,7
3303,29,9,3,0.000783,0.2,5
3304,23,9,2,0.000414,0.1,2
3305,23,9,3,0.000621,0.15,2
3306,33,9,3,0.000891,0.2,0
3307,10,10,6,0.0006,0.2,0
3308,14,10,3,0.00042,0.15,2
3309,7,7,4,0.000196,0.665,1
3310,7,7,7,0.000343,0.25,1
3311,11,9,6,0.000594,0.25,2
3312,14,9,9,0.001134,0.8,2
3313,8,8,6,0.000384,0.25,0
3314,14,8,9,0.001008,0.15,1
3315,14,8,9,0.001008,0.65,9
3316,19,11,11,0.002299,0.65,12
3317,19,11,11,0.002299,0.8,14
3318,14,15,8,0.00168,0.7,0
3319,14,7,4,0.000392,0.1,7
3320,35,25,15,0.013125,3.5,1
3321,15,4,4,0.00024,0.15,0
3322,15,4,2,0.00012,0.15,4
3323,15,4,2,0.00012,0.15,96
3324,15,4,2,0.00012,0.15,0
3325,15,4,2,0.00012,0.15,0
3326,15,4,4,0.00024,0.15,2
3327,15,4,4,0.00024,0.15,0
3328,15,4,2,0.00012,0.15,3
3329,15,4,2,0.00012,0.15,813
3330,2,2,15,0.00006,0.15,38
3331,7,8,8,0.000448,0.1,1
3332,20,20,10,0.004,0.7,0
3333,20,20,10,0.004,0.7,0
3334,40,19,7,0.00532,1.4,0
3335,41,9,16,0.005904,1.85,4
3336,45,15,7,0.004725,1.15,0
3337,21,13,3,0.000819,0.1,1
3338,24,20,7,0.00336,0.01,1
3339,6,6,1,0.000036,0.01,3
3340,40,25,15,0.015,3,1
3341,116,32,2,0.007424,0.001,1
3342,43,13,3,0.001677,0.01,1
3343,35,23,15,0.012075,0.18,1
3344,30,30,13,0.0117,0.045,1
3345,60,35,6,0.0126,0.095,3
3346,13,6,4,0.000312,0.005,2
3347,14,8,1,0.000112,0.001,2
3348,15,14,1,0.00021,0.005,1
3349,17,5,5,0.000425,0.02,1
3350,53,15,1,0.000795,0.005,2
3351,52,14,3,0.002184,0.025,1
3352,48,12,1,0.000576,0.025,1
3353,11,8,8,0.000704,0.1,1
3354,90,16,4,0.00576,0.055,1
3355,35,25,15,0.013125,2,1
3356,12,10,10,0.0012,0.1,1
3357,53,13,2,0.001378,0.15,1
3358,69,30,8,0.01656,0.07,1
3359,35,25,15,0.013125,2,1
3360,163,26,18,0.076284,3.635,1
3361,40,25,15,0.015,3,1
3362,15,10,10,0.0015,0.1,2
3363,65,30,25,0.04875,3,1
3364,45,45,24,0.0486,0.995,1
3365,32,21,13,0.008736,2,1
3366,15,15,5,0.001125,0.2,1
3367,185,60,30,0.333,4.26,0
3368,190,60,35,0.399,4.5,5
3369,50,180,35,0.315,3.42,0
3370,50,177,35,0.30975,3.44,3
3371,55,15,2,0.00165,0.1,1
3372,46,6,1,0.000276,0.01,2
3373,75,25,15,0.028125,0.12,1
3374,34,23,3,0.002346,0.015,2
3375,30,11,4,0.00132,0.01,4
3376,36,9,2,0.000648,0.01,2
3377,20,6,3,0.00036,0.1,2
3378,2000,39,62,4.836,3.6,20
3379,22,10,6,0.00132,0.65,7
3380,21,10,6,0.00126,0.7,7
3381,56,45,7,0.01764,2,6
3382,59,42,8,0.019824,2,6
3383,28,9,7,0.001764,0.75,6
3384,27,9,7,0.001701,0.7,6
3385,7,5,1,0.000035,0.001,3
3386,3,2,2,0.000012,0.1,9
3387,19,15,11,0.003135,0.16,12
3388,15,10,1,0.00015,0.005,2
3389,2,2,4,0.000016,0.01,4
3390,6,2,2,0.000024,0.001,8
3391,10,13,3,0.00039,0.02,2
3392,3,3,4,0.000036,0.01,6
3393,6,4,1,0.000024,0.005,2
3394,8,5,2,0.00008,0.01,6
3395,5,5,5,0.000125,0.4,14
3396,8,4,2,0.000064,0.1,0
3397,6,6,3,0.000108,0.1,0
3398,6,8,3,0.000144,0.1,1
3399,15,5,5,0.000375,0.1,0
3400,2,1,2,0.000004,0.001,19
3401,9,3,3,0.000081,0.01,1
3402,15,10,10,0.0015,0.2,0
3403,20,10,5,0.001,0.1,0
3404,5,16,7,0.00056,0.015,99
3405,11,7,2,0.000154,0.2,24
3406,7,7,7,0.000343,0.1,0
3407,29,29,8,0.006728,0.025,33
3408,11,11,3,0.000363,0.01,15
3409,11,11,3,0.000363,0.15,78
3410,7,3,14,0.000294,0.01,102
3411,21,14,4,0.001176,0.01,82
3412,5,4,1,0.00002,0.001,5
3413,7,6,2,0.000084,0.005,5
3414,42,17,1,0.000714,0.01,40
3415,38,9,6,0.002052,0.065,23
3416,13,11,11,0.001573,0.055,25
3417,160,50,35,0.28,4,0
3418,40,25,20,0.02,3,4
3419,38,20,21,0.01596,1.555,5
3420,38,9,6,0.002052,0.07,11
3421,64,32,21,0.043008,2.65,5
3422,59,23,25,0.033925,1.7,0
3423,60,30,40,0.072,3.5,1
3424,72,28,30,0.06048,2.9,3
3425,22,21,15,0.00693,0.7,1
3426,15,12,11,0.00198,0.3,2
3427,60,40,30,0.072,2.8,2
3428,70,40,35,0.098,3.5,2
3429,78,38,26,0.077064,4.25,2
3430,87,25,35,0.076125,3.65,2
3431,70,40,40,0.112,3.8,2
3432,35,10,35,0.01225,4.8,0
3433,50,20,15,0.015,2,1
3434,50,20,15,0.015,2,3
3435,50,20,15,0.015,2,1
3436,42,14,16,0.009408,0.8,0
3437,43,14,16,0.009632,0.8,2
3438,45,20,15,0.0135,2,1
3439,20,11,4,0.00088,0.2,0
3440,50,20,15,0.015,2,0
3441,16,16,11,0.002816,0.25,2
3442,16,16,12,0.003072,0.25,1
3443,16,16,11,0.002816,0.3,2
3444,16,16,11,0.002816,0.3,2
3445,15,10,4,0.0006,0.01,1
3446,10,10,4,0.0004,0.1,17
3447,14,10,2,0.00028,0.1,1
3448,21,12,5,0.00126,0.1,11
3449,21,7,4,0.000588,0.01,2
3450,28,20,13,0.00728,0.85,5
3451,49,30,24,0.03528,1.75,1
3452,59,33,21,0.040887,2,5
3453,55,25,20,0.0275,1.5,1
3454,25,18,14,0.0063,0.35,1
3455,39,31,31,0.037479,1.3,1
3456,25,14,18,0.0063,0.3,2
3457,58,33,20,0.03828,1.9,4
3458,27,19,13,0.006669,0.85,1
3459,49,30,23,0.03381,1.7,1
3460,59,33,21,0.040887,2,4
3461,39,32,19,0.023712,1.45,2
3462,51,26,22,0.029172,1.45,2
3463,39,30,20,0.0234,1.75,1
3464,41,15,14,0.00861,0.35,0
3465,25,18,14,0.0063,0.3,0
3466,32,7,7,0.001568,0.25,1
3467,51,27,22,0.030294,1.65,4
3468,50,22,27,0.0297,1.63,4
3469,15,11,4,0.00066,0.01,3
3470,48,6,2,0.000576,0.4,0
3471,49,6,2,0.000588,0.1,3
3472,73,11,4,0.003212,0.25,2
3473,50,8,2,0.0008,0.15,1
3474,56,6,3,0.001008,0.15,2
3475,48,6,3,0.000864,0.15,10
3476,77,6,4,0.001848,0.25,0
3477,72,6,5,0.00216,0.3,2
3478,69,5,4,0.00138,0.2,1
3479,52,6,2,0.000624,0.1,3
3480,60,10,3,0.0018,0.3,1
3481,66,10,4,0.00264,0.035,0
3482,91,21,3,0.005733,0.5,0
3483,64,8,3,0.001536,0.35,1
3484,71,7,4,0.001988,0.5,0
3485,78,8,3,0.001872,0.55,0
3486,61,10,3,0.00183,0.4,0
3487,78,10,3,0.00234,0.5,1
3488,73,17,3,0.003723,0.55,0
3489,77,10,3,0.00231,0.55,0
3490,72,10,3,0.00216,0.45,0
3491,35,10,3,0.00105,0.1,0
3492,74,36,30,0.07992,0.55,1
3493,49,29,15,0.021315,5.5,2
3494,59,47,21,0.058233,0.55,1
3495,39,21,2,0.001638,0.01,3
3496,14,11,1,0.000154,0.1,0
3497,20,13,4,0.00104,0.1,1
3498,15,12,5,0.0009,0.1,2
3499,34,16,5,0.00272,0.25,15
3500,81,50,13,0.05265,2.75,1
3501,20,10,5,0.001,0.4,0
3502,7,4,1,0.000028,0.005,10
3503,8,4,1,0.000032,0.008,204
3504,5,2,2,0.00002,0.001,10
3505,2,2,3,0.000012,0.005,9
3506,8,4,1,0.000032,0.005,2
3507,6,4,2,0.000048,0.01,22
3508,14,8,8,0.000896,0.06,4
3509,12,10,15,0.0018,0.4,6
3510,12,5,5,0.0003,0.1,0
3511,6,7,7,0.000294,0.005,24
3512,21,8,4,0.000672,0.01,1
3513,11,11,3,0.000363,0.01,3
3514,10,10,7,0.0007,0.3,0
3515,16,11,3,0.000528,0.1,0
3516,15,10,5,0.00075,0.1,0
3517,11,10,4,0.00044,0.1,0
3518,14,11,3,0.000462,0.1,1
3519,16,12,4,0.000768,0.1,0
3520,16,10,3,0.00048,0.1,0
3521,11,16,3,0.000528,0.1,2
3522,16,11,2,0.000352,0.01,4
3523,17,11,2,0.000374,0.01,8
3524,70,28,12,0.02352,0.5,3
3525,26,12,4,0.001248,0.1,9
3526,42,17,1,0.000714,0.01,13
3527,14,11,4,0.000616,0.1,1
3528,8,8,6,0.000384,0.3,0
3529,12,6,3,0.000216,0.04,52
3530,8,7,7,0.000392,0.015,39
3531,17,9,1,0.000153,0.005,4
3532,23,23,5,0.002645,0.2,166
3533,12,4,2,0.000096,0.001,3
3534,8,4,4,0.000128,0.1,0
3535,7,7,8,0.000392,0.75,33
3536,7,7,7,0.000343,0.015,42
3537,40,25,5,0.005,0.1,5
3538,20,20,20,0.008,0.3,39
3539,22,17,11,0.004114,0.075,0
3540,62,16,16,0.015872,1.8,14
3541,60,7,6,0.00252,0.17,28
3542,35,25,15,0.013125,3.5,42
3543,25,21,24,0.0126,0.35,0
3544,26,17,12,0.005304,0.035,2
3545,26,16,17,0.007072,0.35,0
3546,11,7,23,0.001771,0.85,9
3547,59,28,29,0.047908,3.61,0
3548,30,14,3,0.00126,0.055,2
3549,21,8,5,0.00084,0.5,2
3550,58,30,3,0.00522,0.095,0
3551,35,35,1,0.001225,0.105,6
3552,10,10,13,0.0013,0.1,5
3553,10,10,12,0.0012,0.02,2
3554,183,60,60,0.6588,5.8,9
3555,26,16,15,0.00624,3,1
3556,15,15,5,0.001125,0.1,0
3557,95,65,15,0.092625,6,0
3558,95,65,15,0.092625,6,0
3559,9,4,3,0.000108,0.01,9
3560,65,33,29,0.062205,0.359,6
3561,24,8,24,0.004608,0.01,5
3562,10,7,5,0.00035,0.1,3
3563,8,5,1,0.00004,0.065,0
3564,71,38,3,0.008094,0.085,11
3565,9,3,6,0.000162,0.06,5
3566,10,8,6,0.00048,0.06,7
3567,28,28,7,0.005488,0.9,10
3568,22,205,9,0.04059,0.035,2
3569,64,37,3,0.007104,1.35,0
3570,180,40,45,0.324,3.9,3
3571,6,4,10,0.00024,0.005,2
3572,77,21,76,0.122892,5.89,0
3573,91,16,60,0.08736,3.9,0
3574,87,51,14,0.062118,3.57,0
3575,30,15,10,0.0045,0.4,0
3576,30,15,10,0.0045,0.3,2
3577,20,20,10,0.004,0.7,0
3578,15,11,18,0.00297,0.5,6
3579,8,8,5,0.00032,0.01,1
3580,17,15,17,0.004335,0.3,7
3581,18,15,8,0.00216,0.205,0
3582,10,80,66,0.0528,4.86,17
3583,72,23,21,0.034776,1.01,3
3584,18,18,22,0.007128,5.83,7
3585,20,20,25,0.01,5.3,0
3586,55,5,5,0.001375,0.4,26
3587,18,18,6,0.001944,0.02,0
3588,18,18,18,0.005832,0.09,4
3589,14,18,13,0.003276,0.001,21
3590,25,8,7,0.0014,0.075,6
3591,16,13,7,0.001456,0.3,0
3592,16,10,11,0.00176,0.8,4
3593,38,8,3,0.000912,0.02,0
3594,34,8,3,0.000816,0.025,45
3595,75,13,12,0.0117,4.5,0
3596,40,30,1,0.0012,0.05,1
3597,20,20,10,0.004,0.7,0
3598,59,29,2,0.003422,0.025,0
3599,45,12,3,0.00162,0.06,1
3600,6,6,3,0.000108,0.1,0
3601,10,5,5,0.00025,0.1,1
3602,14,8,6,0.000672,0.035,5
3603,17,15,14,0.00357,1.65,0
3604,29,28,4,0.003248,0.025,7
3605,20,14,20,0.0056,0.38,3
3606,7,5,5,0.000175,0.005,2
3607,18,18,18,0.005832,0.135,2
3608,8,8,14,0.000896,0.1,0
3609,8,8,15,0.00096,0.015,22
3610,38,12,7,0.003192,0.001,0
3611,40,8,8,0.00256,1,0
3612,25,16,12,0.0048,1.2,0
3613,32,31,10,0.00992,0.88,4
3614,37,36,5,0.00666,0.845,34
3615,25,15,10,0.00375,0.8,0
3616,25,23,14,0.00805,3.5,5
3617,19,20,4,0.00152,0.1,6
3618,35,15,10,0.00525,0.1,37
3619,100,51,74,0.3774,10.45,11
3620,74,22,73,0.118844,0.59,0
3621,16,8,7,0.000896,0.075,5
3622,18,10,10,0.0018,0.145,1
3623,14,10,10,0.0014,0.126,1
3624,15,12,1,0.00018,0.005,0
3625,1,36,6,0.000216,1.25,1
3626,1,35,6,0.00021,0.83,6
3627,190,48,38,0.34656,3.5,0
3628,26,37,7,0.006734,4.3,12
3629,25,10,10,0.0025,0.3,6
3630,27,14,4,0.001512,0.115,19
3631,30,25,6,0.0045,0.7,3
3632,36,26,8,0.007488,0.4,56
3633,40,18,3,0.00216,0.235,3
3634,90,70,20,0.126,3.6,0
3635,90,83,60,0.4482,4,3
3636,87,14,55,0.06699,4.55,8
3637,13,16,1,0.000208,0.005,1
3638,15,6,6,0.00054,0.35,0
3639,52,24,21,0.026208,5.05,17
3640,55,25,25,0.034375,5.3,6
3641,39,39,3,0.004563,9,7
3642,35,15,8,0.0042,0.7,0
3643,30,10,5,0.0015,0.7,38
3644,34,24,5,0.00408,0.065,0
3645,56,14,3,0.002352,0.065,196
3646,34,20,6,0.00408,0.075,1
3647,46,10,3,0.00138,0.08,43
3648,40,10,10,0.004,0.6,1
3649,35,22,5,0.00385,0.08,3
3650,33,7,1,0.000231,0.08,2
3651,40,26,7,0.00728,0.8,4
3652,30,12,3,0.00108,0.07,15
3653,54,12,5,0.00324,0.105,5
3654,66,15,51,0.05049,0.64,2
3655,39,9,9,0.003159,0.61,0
3656,32,4,9,0.001152,0.44,10
3657,90,30,10,0.027,1.3,5
3658,5,5,5,0.000125,0.015,6
3659,14,18,7,0.001764,0.025,8
3660,17,12,7,0.001428,1.2,1
3661,19,14,9,0.002394,2,1
3662,14,12,12,0.002016,0.78,0
3663,26,15,12,0.00468,1.71,3
3664,17,16,5,0.00136,0.06,0
3665,12,6,3,0.000216,0.1,0
3666,18,13,32,0.007488,4.75,190
3667,17,12,7,0.001428,0.6,0
3668,30,15,10,0.0045,4.2,0
3669,30,15,15,0.00675,3.6,0
3670,25,15,10,0.00375,3.5,0
3671,25,10,9,0.00225,0.275,28
3672,17,11,7,0.001309,0.4,3
3673,54,19,19,0.019494,0.005,6
3674,20,5,5,0.0005,0.3,0
3675,20,10,5,0.001,0.5,0
3676,25,15,10,0.00375,3,0
3677,26,17,7,0.003094,3,0
3678,25,15,10,0.00375,1.3,0
3679,24,6,16,0.002304,1.35,0
3680,15,12,7,0.00126,0.8,11
3681,35,5,5,0.000875,0.4,4
3682,65,11,9,0.006435,0.175,1
3683,7,7,8,0.000392,0.2,0
3684,23,9,9,0.001863,0.55,0
3685,70,18,5,0.0063,0.225,4
3686,51,10,8,0.00408,2.7,26
3687,10,10,1,0.0001,0.08,1
3688,20,10,10,0.002,0.5,0
3689,50,10,10,0.005,3,0
3690,50,10,10,0.005,3,7
3691,65,12,12,0.00936,4,38
3692,55,12,12,0.00792,3.7,285
3693,28,24,11,0.007392,0.5,28
3694,19,19,3,0.001083,0.25,0
3695,18,18,13,0.004212,0.125,3
3696,76,15,12,0.01368,0.35,4
3697,29,23,20,0.01334,0.135,2
3698,15,15,15,0.003375,0.2,0
3699,20,15,15,0.0045,0.4,26
3700,32,10,10,0.0032,0.8,0
3701,32,10,10,0.0032,0.8,6
3702,38,17,3,0.001938,0.085,1
3703,40,6,6,0.00144,0.8,15
3704,6,6,7,0.000252,0.015,0
3705,65,12,12,0.00936,2.2,18
3706,40,15,10,0.006,1.3,0
3707,40,15,10,0.006,1.15,4
3708,50,20,5,0.005,1.2,2
3709,33,10,4,0.00132,0.12,28
3710,16,9,8,0.001152,0.75,0
3711,15,9,6,0.00081,0.8,24
3712,26,10,9,0.00234,0.065,8
3713,25,10,10,0.0025,0.7,1
3714,17,9,10,0.00153,0.065,1
3715,10,10,25,0.0025,0.6,19
3716,71,10,10,0.0071,0.003,2
3717,50,10,10,0.005,2.6,37
3718,90,15,15,0.02025,5.1,44
3719,79,13,13,0.013351,5.55,112
3720,64,16,6,0.006144,0.29,3
3721,60,7,8,0.00336,0.24,30
3722,55,8,6,0.00264,2.4,0
3723,75,14,3,0.00315,0.275,8
3724,39,35,17,0.023205,2.5,0
3725,35,30,16,0.0168,0.129,1
3726,50,32,4,0.0064,0.06,0
3727,58,23,1,0.001334,0.001,0
3728,87,11,50,0.04785,4.6,0
3729,7,4,3,0.000084,0.1,0
3730,36,20,15,0.0108,2.4,0
3731,38,20,20,0.0152,0.265,6
3732,28,26,4,0.002912,0.1,0
3733,26,27,3,0.002106,0.015,41
3734,50,14,17,0.0119,0.685,11
3735,9,8,1,0.000072,0.01,4
3736,20,11,1,0.00022,0.005,6
3737,16,8,4,0.000512,0.2,267
3738,14,6,6,0.000504,0.015,10
3739,18,19,1,0.000342,0.005,1
3740,34,52,9,0.015912,4.5,0
3741,48,54,10,0.02592,4.45,9
3742,4,4,3,0.000048,0.1,25
3743,8,5,4,0.00016,0.005,10
3744,20,20,20,0.008,9,6
3745,24,24,5,0.00288,0.02,0
3746,28,28,1,0.000784,0.36,2
3747,28,28,5,0.00392,0.365,1
3748,20,20,9,0.0036,0.03,0
3749,23,11,6,0.001518,0.9,4
3750,190,50,37,0.3515,3.1,0
3751,8,8,1,0.000064,0.005,2
3752,10,10,2,0.0002,0.01,2
3753,65,1,1,0.000065,0.001,0
3754,3,8,9,0.000216,0.005,0
3755,753,1,1,0.000753,0.005,1
3756,7,7,2,0.000098,0.005,1
3757,2,9,8,0.000144,0.005,2
3758,14,12,2,0.000336,0.001,2
3759,14,13,1,0.000182,0.005,2
3760,38,25,1,0.00095,0.1,14
3761,76,16,11,0.013376,0.28,2
3762,50,10,10,0.005,2.6,2
3763,17,12,13,0.002652,1.05,3
3764,19,21,19,0.007581,5.56,4
3765,21,9,5,0.000945,0.045,12
3766,34,18,29,0.017748,7.5,0
3767,11,8,8,0.000704,0.3,5
3768,50,40,30,0.06,3,0
3769,50,40,30,0.06,3,12
3770,50,40,30,0.06,3,0
3771,50,40,30,0.06,3,5
3772,23,11,6,0.001518,0.9,6
3773,46,20,15,0.0138,0.6,1
3774,26,16,10,0.00416,0.55,8
3775,17,17,10,0.00289,0.07,1
3776,25,23,5,0.002875,0.5,0
3777,24,23,4,0.002208,0.035,10
3778,15,4,2,0.00012,0.15,3
3779,15,4,2,0.00012,0.15,1
3780,20,4,4,0.00032,0.1,11
3781,84,17,53,0.075684,4.8,0
3782,85,63,17,0.091035,4.055,5
3783,20,20,15,0.006,2,1
3784,150,18,90,0.243,5.1,2
3785,10,10,14,0.0014,0.2,0
3786,16,8,8,0.001024,0.1,8
3787,41,23,9,0.008487,1.705,24
3788,25,10,10,0.0025,0.8,9
3789,30,15,10,0.0045,1,47
3790,27,24,28,0.018144,0.08,2
3791,24,13,6,0.001872,0.1,1
3792,138,44,36,0.218592,1.56,11
3793,20,24,3,0.00144,0.1,3
3794,20,20,25,0.01,3.4,1
3795,20,20,25,0.01,3.4,5
3796,15,15,15,0.003375,1.3,10
3797,15,14,15,0.00315,0.03,6
3798,13,17,19,0.004199,2.85,4
3799,39,25,1,0.000975,0.1,1
3800,80,20,62,0.0992,5.5,0
3801,22,12,7,0.001848,2.95,0
3802,24,16,9,0.003456,3.75,19
3803,24,16,5,0.00192,0.175,0
3804,13,11,12,0.001716,1.1,3
3805,4,4,4,0.000064,0.1,0
3806,18,13,12,0.002808,0.135,1
3807,14,12,1,0.000168,0.1,0
3808,24,15,9,0.00324,0.245,11
3809,5,6,9,0.00027,0.02,1
3810,9,9,8,0.000648,0.015,4
3811,14,1,1,0.000014,0.005,2
3812,11,7,23,0.001771,0.85,142
3813,43,21,16,0.014448,0.27,1
3814,40,15,15,0.009,3,34
3815,26,20,16,0.00832,0.25,0
3816,12,12,14,0.002016,0.3,0
3817,20,15,15,0.0045,0.3,0
3818,20,15,10,0.003,1.6,0
3819,32,15,2,0.00096,0.005,1
3820,19,12,10,0.00228,0.135,18
3821,19,7,31,0.004123,4.5,163
3822,46,5,3,0.00069,0.04,4
3823,36,10,3,0.00108,0.055,0
3824,22,15,8,0.00264,0.06,2
3825,40,13,4,0.00208,0.8,1
3826,6,2,2,0.000024,0.015,0
3827,5,3,3,0.000045,0.1,0
3828,10,4,6,0.00024,0.005,0
3829,9,7,5,0.000315,0.005,6
3830,27,22,6,0.003564,0.15,0
3831,40,23,1,0.00092,0.015,2
3832,3,2,2,0.000012,0.001,2
3833,9,1,9,0.000081,0.005,2
3834,23,11,6,0.001518,0.9,0
3835,6,6,1,0.000036,0.005,24
3836,10,8,3,0.00024,0.01,89
3837,7,7,7,0.000343,0.005,10
3838,16,10,5,0.0008,0.015,2
3839,17,15,1,0.000255,0.1,6
3840,39,18,1,0.000702,0.005,5
3841,10,10,10,0.001,0.5,52
3842,9,8,8,0.000576,0.1,30
3843,38,38,4,0.005776,1.41,2
3844,20,20,14,0.0056,0.465,4
3845,16,16,15,0.00384,3,10
3846,20,20,20,0.008,4.5,0
3847,25,25,25,0.015625,9.4,8
3848,23,23,16,0.008464,10.7,7
3849,14,4,10,0.00056,0.5,3
